source	target
http://www.ncbi.nlm.nih.gov/pubmed/17136977	"MEDTAP International, 7101 Wisconsin Avenue, Suite 600, Bethesda, Maryland 20814, USA. Leidy@medtap.com"
http://www.ncbi.nlm.nih.gov/pubmed/17136977	wyrwich kw
http://www.ncbi.nlm.nih.gov/pubmed/1714039	chang xb
http://www.ncbi.nlm.nih.gov/pubmed/1714039	hanrahan jw
http://www.ncbi.nlm.nih.gov/pubmed/1714039	HOSP SICK CHILDREN
http://www.ncbi.nlm.nih.gov/pubmed/1714039	"HOSP SICK CHILDREN,RES INST,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1714039	MCGILL UNIV
http://www.ncbi.nlm.nih.gov/pubmed/1714039	"MCGILL UNIV,DEPT PHYSIOL,3655 DRUMMOND ST,MONTREAL H3G 1Y6,QUEBEC,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1714039	McGill University
http://www.ncbi.nlm.nih.gov/pubmed/1714039	riordan jr
http://www.ncbi.nlm.nih.gov/pubmed/1714039	tabcharani ja
http://www.ncbi.nlm.nih.gov/pubmed/1714039	UNIV TORONTO
http://www.ncbi.nlm.nih.gov/pubmed/1714039	"UNIV TORONTO,TORONTO M5S 1A1,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1714039	University of Toronto
http://www.ncbi.nlm.nih.gov/pubmed/1716180	cheng sh
http://www.ncbi.nlm.nih.gov/pubmed/1716180	gregory rj
http://www.ncbi.nlm.nih.gov/pubmed/1716180	Howard Hughes Medical Institute
http://www.ncbi.nlm.nih.gov/pubmed/1716180	marshall j
http://www.ncbi.nlm.nih.gov/pubmed/1716180	rich dp
http://www.ncbi.nlm.nih.gov/pubmed/1716180	smith ae
http://www.ncbi.nlm.nih.gov/pubmed/1716180	UNIV IOWA
http://www.ncbi.nlm.nih.gov/pubmed/1716180	"UNIV IOWA,COLL MED,DEPT INTERNAL MED & PHYSIOL & BIOPHYS,IOWA CITY,IA 52242"
http://www.ncbi.nlm.nih.gov/pubmed/1716180	"UNIV IOWA,COLL MED,HOWARD HUGHES MED INST,IOWA CITY,IA 52242"
http://www.ncbi.nlm.nih.gov/pubmed/1716180	University of Iowa
http://www.ncbi.nlm.nih.gov/pubmed/1716180	welsh mjrb
http://www.ncbi.nlm.nih.gov/pubmed/17182652	"Dept of Child Health, University of Wales Swansea, Singleton Hospital, Sketty Road, Swansea SA2 8QA, UK. j.a.dodge@btinternet.com"
http://www.ncbi.nlm.nih.gov/pubmed/17182652	dodge ja
http://www.ncbi.nlm.nih.gov/pubmed/17182652	lewis pa
http://www.ncbi.nlm.nih.gov/pubmed/17182652	stanton m
http://www.ncbi.nlm.nih.gov/pubmed/17182652	wilsher j
http://www.ncbi.nlm.nih.gov/pubmed/1718606	anderson mp
http://www.ncbi.nlm.nih.gov/pubmed/1718606	berger ha
http://www.ncbi.nlm.nih.gov/pubmed/1718606	GENZYME CORP
http://www.ncbi.nlm.nih.gov/pubmed/1718606	"GENZYME CORP,FRAMINGHAM,MA 01701"
http://www.ncbi.nlm.nih.gov/pubmed/1718606	Genzyme Corporation
http://www.ncbi.nlm.nih.gov/pubmed/1718606	gregory rj
http://www.ncbi.nlm.nih.gov/pubmed/1718606	rich dp
http://www.ncbi.nlm.nih.gov/pubmed/1718606	smith ae
http://www.ncbi.nlm.nih.gov/pubmed/1718606	UNIV IOWA
http://www.ncbi.nlm.nih.gov/pubmed/1718606	"UNIV IOWA,COLL MED,DEPT PHYSIOL & BIOPHYS,IOWA CITY,IA 52242"
http://www.ncbi.nlm.nih.gov/pubmed/1718606	University of Iowa
http://www.ncbi.nlm.nih.gov/pubmed/1718606	welsh mjrb
http://www.ncbi.nlm.nih.gov/pubmed/17195698	fleer a
http://www.ncbi.nlm.nih.gov/pubmed/17195698	kimpen jll
http://www.ncbi.nlm.nih.gov/pubmed/17195698	tramper-stranders ga
http://www.ncbi.nlm.nih.gov/pubmed/17195698	Univ Utrecht
http://www.ncbi.nlm.nih.gov/pubmed/17195698	"Univ Utrecht, Dept Med Microbiol, NL-3508 AB Utrecht, Netherlands"
http://www.ncbi.nlm.nih.gov/pubmed/17195698	"Univ Utrecht, Med Ctr, Wilhelmina Childrens Hosp, Dept Ped Infect, NL-3508 AB Utrecht, Netherlands"
http://www.ncbi.nlm.nih.gov/pubmed/17195698	"Univ Utrecht, Med Ctr, Wilhelmina Childrens Hosp, Dept Pediat Pulm, NL-3508 AB Utrecht, Netherlands"
http://www.ncbi.nlm.nih.gov/pubmed/17195698	University of Utrecht
http://www.ncbi.nlm.nih.gov/pubmed/17195698	van der ent ck
http://www.ncbi.nlm.nih.gov/pubmed/17195698	wolfs tfw
http://www.ncbi.nlm.nih.gov/pubmed/1722205	chou jl
http://www.ncbi.nlm.nih.gov/pubmed/1722205	HOSP SICK CHILDREN
http://www.ncbi.nlm.nih.gov/pubmed/1722205	"HOSP SICK CHILDREN,RES INST,DEPT GENET,555 UNIV AVE,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1722205	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/1722205	rozmahel r
http://www.ncbi.nlm.nih.gov/pubmed/1722205	tsui lc
http://www.ncbi.nlm.nih.gov/pubmed/1722205	UNIV TORONTO
http://www.ncbi.nlm.nih.gov/pubmed/1722205	"UNIV TORONTO,DEPT MED GENET,TORONTO M5S 1A8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1722205	University of Toronto
http://www.ncbi.nlm.nih.gov/pubmed/1722350	collins fs
http://www.ncbi.nlm.nih.gov/pubmed/1722350	dawson dc
http://www.ncbi.nlm.nih.gov/pubmed/1722350	drumm ml
http://www.ncbi.nlm.nih.gov/pubmed/1722350	frizzell ra
http://www.ncbi.nlm.nih.gov/pubmed/1722350	Howard Hughes Medical Institute
http://www.ncbi.nlm.nih.gov/pubmed/1722350	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/1722350	smit ls
http://www.ncbi.nlm.nih.gov/pubmed/1722350	strong tv
http://www.ncbi.nlm.nih.gov/pubmed/1722350	UNIV ALABAMA
http://www.ncbi.nlm.nih.gov/pubmed/1722350	"UNIV ALABAMA,DEPT PHYSIOL & BIOPHYS,BIRMINGHAM,AL 35294"
http://www.ncbi.nlm.nih.gov/pubmed/1722350	UNIV MICHIGAN
http://www.ncbi.nlm.nih.gov/pubmed/1722350	"UNIV MICHIGAN,DEPT INTERNAL MED,ANN ARBOR,MI 48109"
http://www.ncbi.nlm.nih.gov/pubmed/1722350	"UNIV MICHIGAN,DEPT PHYSIOL,ANN ARBOR,MI 48109"
http://www.ncbi.nlm.nih.gov/pubmed/1722350	"UNIV MICHIGAN,HOWARD HUGHES MED INST,ANN ARBOR,MI 48109"
http://www.ncbi.nlm.nih.gov/pubmed/1722350	University of Alabama Birmingham
http://www.ncbi.nlm.nih.gov/pubmed/1722350	University of Alabama System
http://www.ncbi.nlm.nih.gov/pubmed/1722350	University of Michigan
http://www.ncbi.nlm.nih.gov/pubmed/1722350	University of Michigan System
http://www.ncbi.nlm.nih.gov/pubmed/1722350	wilkinson dj
http://www.ncbi.nlm.nih.gov/pubmed/1722350	worrell rt
http://www.ncbi.nlm.nih.gov/pubmed/17229586	A HOMOGENIZATION SAMPLING PROCEDURE FOR CALCULATING TRABECULAR BONE EFFECTIVE STIFFNESS AND TISSUE-LEVEL STRESS
http://www.ncbi.nlm.nih.gov/pubmed/17229586	A microtomographic system for the nondestructive evaluation of bone architecture
http://www.ncbi.nlm.nih.gov/pubmed/17229586	A new method for the model-independent assessment of thickness in three-dimensional images
http://www.ncbi.nlm.nih.gov/pubmed/17229586	A new method to determine trabecular bone elastic properties and loading using micromechanical finite-element models.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	A Randomized double-blind trial to compare the efficacy of teriparatide [recombinant human parathyroid hormone (1-34)] with alendronate in postmenopausal women with osteoporosis
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Acute changes in trabecular bone connectivity and osteoclast activity in the ovariectomized rat in vivo
http://www.ncbi.nlm.nih.gov/pubmed/17229586	APPLICATION OF HOMOGENIZATION THEORY TO THE STUDY OF TRABECULAR BONE MECHANICS
http://www.ncbi.nlm.nih.gov/pubmed/17229586	boyd sk
http://www.ncbi.nlm.nih.gov/pubmed/17229586	CHARACTERIZATION OF MICROSTRUCTURAL ANISOTROPY IN ORTHOTROPIC MATERIALS USING A 2ND RANK TENSOR
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Comparative assessment of bone mineral measurements using dual X-ray absorptiometry and peripheral quantitative computed tomography.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Comparison of structure extraction methods for in vivo trabecular bone measurements
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Direct mechanics assessment of elastic symmetries and properties of trabecular bone architecture.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Effect of microcomputed tomography voxel size on the finite element model accuracy for human cancellous bone.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Effect of parathyroid hormone (1-34) on fractures and bone mineral density in postmenopausal women with osteoporosis.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Effects of sex and age on bone microstructure at the ultradistal radius: a population-based noninvasive in vivo assessment.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Effects of teriparatide [recombinant human parathyroid hormone (1-34)] on cortical bone in postmenopausal women with osteoporosis
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Estimation of distal radius failure load with micro-finite element analysis models based on three-dimensional peripheral quantitative computed tomography images
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Evaluation of three-dimensional image registration methodologies for in vivo micro-computed tomography
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Genetics of osteoporosis
http://www.ncbi.nlm.nih.gov/pubmed/17229586	High-resolution three-dimensional-pQCT images can be an adequate basis for in-vivo microFE analysis of bone.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Histomorphometric evidence for increased bone turnover without change in cortical thickness or porosity after 2 years of cyclical hPTH(1-34) therapy in women with severe osteoporosis
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Impact of spatial resolution on the prediction of trabecular architecture parameters
http://www.ncbi.nlm.nih.gov/pubmed/17229586	In vivo assessment of trabecular bone microarchitecture by high-resolution peripheral quantitative computed tomography
http://www.ncbi.nlm.nih.gov/pubmed/17229586	In vivo high resolution 3D-QCT of the human forearm.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Load transfer analysis of the distal radius from in-vivo high-resolution CT-imaging
http://www.ncbi.nlm.nih.gov/pubmed/17229586	macneil ja
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Marching cubes: a high resolution 3D surface construction algorithm
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Mechanical and architectural bone adaptation in early stage experimental osteoarthritis
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Morphometric analysis of human bone biopsies: A quantitative structural comparison of histological sections and micro-computed tomography
http://www.ncbi.nlm.nih.gov/pubmed/17229586	"Morphometric analysis of noninvasively assessed bone biopsies: Comparison of high-resolution computed tomography and histologic sections (vol 18, pg 215, 1996)"
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Non-invasive bone biopsy: a new method to analyse and display the three-dimensional structure of trabecular bone.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Nonrigid multimodality image registration
http://www.ncbi.nlm.nih.gov/pubmed/17229586	"Osteoporosis prevention, diagnosis, and therapy"
http://www.ncbi.nlm.nih.gov/pubmed/17229586	PET-CT image registration in the chest using free-form deformations
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Quantification of Bone Microarchitecture with the Structure Model Index.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	"QUANTIFICATION OF CONNECTIVITY IN CANCELLOUS BONE, WITH SPECIAL EMPHASIS ON 3-D RECONSTRUCTIONS"
http://www.ncbi.nlm.nih.gov/pubmed/17229586	"RELATIONSHIPS BETWEEN SURFACE, VOLUME, AND THICKNESS OF ILIAC TRABECULAR BONE IN AGING AND IN OSTEOPOROSIS - IMPLICATIONS FOR THE MICROANATOMIC AND CELLULAR MECHANISMS OF BONE LOSS"
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Risk factors for hip fracture in white women. Study of Osteoporotic Fractures Research Group.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Smooth surface meshing for automated finite element model generation from 3D image data.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Stereological measures of trabecular bone structure: comparison of 3D micro computed tomography with 2D histological sections in human proximal tibial bone biopsies.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	The direct examination of three-dimensional bone architecture in vitro by computed tomography.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	The relationship between three-dimensional connectivity and the elastic properties of trabecular bone
http://www.ncbi.nlm.nih.gov/pubmed/17229586	The role of three-dimensional trabecular microstructure in the pathogenesis of vertebral compression fractures.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	The Z•À__rich experience: one decade of three-dimensional high-resolution computed tomography.
http://www.ncbi.nlm.nih.gov/pubmed/17229586	Univ Calgary
http://www.ncbi.nlm.nih.gov/pubmed/17229586	"Univ Calgary, Dept Mech & Mfg Engn, Schulich Sch Engn, Calgary, AB T2N 1N4, Canada"
http://www.ncbi.nlm.nih.gov/pubmed/17229586	University of Calgary
http://www.ncbi.nlm.nih.gov/pubmed/1728810	"Cystic Fibrosis Foundation, Bethesda, MD 20814."
http://www.ncbi.nlm.nih.gov/pubmed/1728810	farrell pm
http://www.ncbi.nlm.nih.gov/pubmed/1728810	pencharz pb
http://www.ncbi.nlm.nih.gov/pubmed/1728810	ramsey bw
http://www.ncbi.nlm.nih.gov/pubmed/17309655	adamidou t
http://www.ncbi.nlm.nih.gov/pubmed/17309655	christophi c
http://www.ncbi.nlm.nih.gov/pubmed/17309655	costi c
http://www.ncbi.nlm.nih.gov/pubmed/17309655	Cyprus Inst Neurol & Genet
http://www.ncbi.nlm.nih.gov/pubmed/17309655	"Cyprus Inst Neurol & Genet, Nicosia, Cyprus"
http://www.ncbi.nlm.nih.gov/pubmed/17309655	deltas c
http://www.ncbi.nlm.nih.gov/pubmed/17309655	kanavakis e
http://www.ncbi.nlm.nih.gov/pubmed/17309655	neocleous v
http://www.ncbi.nlm.nih.gov/pubmed/17309655	Nicosia Gen Hosp
http://www.ncbi.nlm.nih.gov/pubmed/17309655	"Nicosia Gen Hosp, Chest Clin, Nicosia, Cyprus"
http://www.ncbi.nlm.nih.gov/pubmed/17309655	tzetis m
http://www.ncbi.nlm.nih.gov/pubmed/17309655	Univ Athens
http://www.ncbi.nlm.nih.gov/pubmed/17309655	"Univ Athens, St Sofia Childrens Hosp, Dept Med Genet, GR-10679 Athens, Greece"
http://www.ncbi.nlm.nih.gov/pubmed/17309655	Univ Cyprus
http://www.ncbi.nlm.nih.gov/pubmed/17309655	"Univ Cyprus, Dept Biol Sci, Lab Mol & Med Genet, CY-1678 Nicosia, Cyprus"
http://www.ncbi.nlm.nih.gov/pubmed/17309655	University of Athens
http://www.ncbi.nlm.nih.gov/pubmed/17309655	University of Cyprus
http://www.ncbi.nlm.nih.gov/pubmed/17309655	yiallouros pk
http://www.ncbi.nlm.nih.gov/pubmed/17309655	zeniou m
http://www.ncbi.nlm.nih.gov/pubmed/1735247	ahrens rc
http://www.ncbi.nlm.nih.gov/pubmed/1735247	alvine gf
http://www.ncbi.nlm.nih.gov/pubmed/1735247	fitzsimmons km
http://www.ncbi.nlm.nih.gov/pubmed/1735247	rodgers p
http://www.ncbi.nlm.nih.gov/pubmed/1735247	YUMA REG MED CTR
http://www.ncbi.nlm.nih.gov/pubmed/1735247	"YUMA REG MED CTR,YUMA,AZ"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	bidou l
http://www.ncbi.nlm.nih.gov/pubmed/17394637	bismuth e
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Centre National de la Recherche Scientifique (CNRS)
http://www.ncbi.nlm.nih.gov/pubmed/17394637	CNRS
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"CNRS, F-91405 Orsay, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Ctr Hosp Intercommunal
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Ctr Hosp Intercommunal, Ctr Ressources & Competence Mucoviscidose, Creteil, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	davy n
http://www.ncbi.nlm.nih.gov/pubmed/17394637	edelman a
http://www.ncbi.nlm.nih.gov/pubmed/17394637	fajac a
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Grp Hosp Sud Reunion
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Grp Hosp Sud Reunion, Ctr Ressources & Competence Mucoviscidose, St Pierre, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Hop Enfants
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Hop Enfants, Ctr Ressources & Competence Mucoviscidose, St Denis, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Hop Necker Enfants Malad
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Hop Necker Enfants Malad, AP HP, Ctr Ressources & Competence Mucoviscidose, Paris, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Hop Necker Enfants Malad, AP HP, Serv ORL, Paris, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	INSERM
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"INSERM, U806, Paris, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Institut National de la Sante et de la Recherche Medicale (Inserm)
http://www.ncbi.nlm.nih.gov/pubmed/17394637	lenoir g
http://www.ncbi.nlm.nih.gov/pubmed/17394637	lesure jf
http://www.ncbi.nlm.nih.gov/pubmed/17394637	parbaille b
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Pierre & Marie Curie University - Paris 6
http://www.ncbi.nlm.nih.gov/pubmed/17394637	pierrot s
http://www.ncbi.nlm.nih.gov/pubmed/17394637	PRES University Sorbonne Paris Cite
http://www.ncbi.nlm.nih.gov/pubmed/17394637	reinert p
http://www.ncbi.nlm.nih.gov/pubmed/17394637	renouil m
http://www.ncbi.nlm.nih.gov/pubmed/17394637	rousset jp
http://www.ncbi.nlm.nih.gov/pubmed/17394637	sermet-gaudelus i
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Univ Paris 05
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Univ Paris 05, Fac Med Rene Descartes, Paris, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Univ Paris 06
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Univ Paris 06, AP HP, UPRES EA 3499, Hop Tenon,Serv Histol Biol Tumorale, Paris, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	Univ Paris 11
http://www.ncbi.nlm.nih.gov/pubmed/17394637	"Univ Paris 11, UMR 8621, IGM, Orsay, France"
http://www.ncbi.nlm.nih.gov/pubmed/17394637	University of Paris Descartes - Paris V
http://www.ncbi.nlm.nih.gov/pubmed/17394637	University of Paris Sud - Paris XI
http://www.ncbi.nlm.nih.gov/pubmed/1752867	fyhrie dp
http://www.ncbi.nlm.nih.gov/pubmed/1752867	goldstein sa
http://www.ncbi.nlm.nih.gov/pubmed/1752867	HENRY FORD HOSP
http://www.ncbi.nlm.nih.gov/pubmed/1752867	"HENRY FORD HOSP,CTR BONE & JOINT,DETROIT,MI 48202"
http://www.ncbi.nlm.nih.gov/pubmed/1752867	hollister sj
http://www.ncbi.nlm.nih.gov/pubmed/1752867	jepsen kj
http://www.ncbi.nlm.nih.gov/pubmed/1752867	NIAMS NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/17534979	de jongste jc
http://www.ncbi.nlm.nih.gov/pubmed/17534979	Erasmus MC
http://www.ncbi.nlm.nih.gov/pubmed/17534979	Erasmus MC Sophia Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/17534979	"Erasmus MC Sophia Childrens Hosp, Dept Paediat Physiotherapy, Rotterdam, Netherlands"
http://www.ncbi.nlm.nih.gov/pubmed/17534979	"Erasmus MC, Dept Epidemiol & Biostat, Rotterdam, Netherlands"
http://www.ncbi.nlm.nih.gov/pubmed/17534979	Erasmus University Rotterdam
http://www.ncbi.nlm.nih.gov/pubmed/17534979	gosselink r
http://www.ncbi.nlm.nih.gov/pubmed/17534979	hop wcj
http://www.ncbi.nlm.nih.gov/pubmed/17534979	Katholieke Univ Leuven
http://www.ncbi.nlm.nih.gov/pubmed/17534979	"Katholieke Univ Leuven, Univ Hosp, Dept Resp Rehabil, Louvain, Belgium"
http://www.ncbi.nlm.nih.gov/pubmed/17534979	KU Leuven
http://www.ncbi.nlm.nih.gov/pubmed/17534979	Sophia Children's Hospital
http://www.ncbi.nlm.nih.gov/pubmed/17534979	Sophia Childrens Univ Hosp
http://www.ncbi.nlm.nih.gov/pubmed/17534979	"Sophia Childrens Univ Hosp, Erasmus MC, Dept Pediat Resp Med & Allergol, Rotterdam, Netherlands"
http://www.ncbi.nlm.nih.gov/pubmed/17534979	tiddens hawm
http://www.ncbi.nlm.nih.gov/pubmed/17534979	van der giessen lj
http://www.ncbi.nlm.nih.gov/pubmed/17573123	amaral md
http://www.ncbi.nlm.nih.gov/pubmed/17573123	amaral md
http://www.ncbi.nlm.nih.gov/pubmed/17573123	kunzelmann k
http://www.ncbi.nlm.nih.gov/pubmed/17573123	Natl Inst Hlth Dr Ricardo Jorge
http://www.ncbi.nlm.nih.gov/pubmed/17573123	"Natl Inst Hlth Dr Ricardo Jorge, Ctr Human Genet, P-1649016 Lisbon, Portugal"
http://www.ncbi.nlm.nih.gov/pubmed/17573123	Univ Lisbon
http://www.ncbi.nlm.nih.gov/pubmed/17573123	"Univ Lisbon, Fac Sci, Dept Chem & Biochem, P-1749016 Lisbon, Portugal"
http://www.ncbi.nlm.nih.gov/pubmed/17573123	Univ Regensburg
http://www.ncbi.nlm.nih.gov/pubmed/17573123	"Univ Regensburg, Dept Physiol, D-93053 Regensburg, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/17573123	Universidade de Lisboa
http://www.ncbi.nlm.nih.gov/pubmed/17573123	University of Regensburg
http://www.ncbi.nlm.nih.gov/pubmed/1758749	hansen lg
http://www.ncbi.nlm.nih.gov/pubmed/1758749	warwick wj
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Antibodies for CFTR studies.
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Characterization of osteoclasts from patients harboring a G215R mutation in ClC-7 causing autosomal dominant osteopetrosis type II
http://www.ncbi.nlm.nih.gov/pubmed/17600296	compston je
http://www.ncbi.nlm.nih.gov/pubmed/17600296	condliffe am
http://www.ncbi.nlm.nih.gov/pubmed/17600296	haworth cs
http://www.ncbi.nlm.nih.gov/pubmed/17600296	mckeon dj
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Osteoclast formation and bone resorption are inhibited by megakaryocytes
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Papworth Hosp NHS Fdn Trust
http://www.ncbi.nlm.nih.gov/pubmed/17600296	"Papworth Hosp NHS Fdn Trust, Adult Cyst Fibrosis Ctr, Cambridge, England"
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Reduced bone density in cystic fibrosis: DeltaF508 mutation is an independent risk factor.
http://www.ncbi.nlm.nih.gov/pubmed/17600296	scott ma
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Severe osteopenia in CFTR-null mice
http://www.ncbi.nlm.nih.gov/pubmed/17600296	shead ef
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Univ Cambridge
http://www.ncbi.nlm.nih.gov/pubmed/17600296	Univ Cambridge Hosp NHS Fdn
http://www.ncbi.nlm.nih.gov/pubmed/17600296	"Univ Cambridge Hosp NHS Fdn, Addenbrookes Hosp, Dept Haematol, Cambridge, England"
http://www.ncbi.nlm.nih.gov/pubmed/17600296	"Univ Cambridge, Dept Med, Cambridge CB2 1TN, England"
http://www.ncbi.nlm.nih.gov/pubmed/17600296	"Univ Cambridge, Papworth Hosp NHS Fdn Trust, Adult Cyst Fibrosis Ctr, Dept Med, Cambridge CB2 1TN, England"
http://www.ncbi.nlm.nih.gov/pubmed/17600296	University of Cambridge
http://www.ncbi.nlm.nih.gov/pubmed/17652506	accurso fj
http://www.ncbi.nlm.nih.gov/pubmed/17652506	clancy jp
http://www.ncbi.nlm.nih.gov/pubmed/17652506	"Department of Medicine, University of Alabama at Birmingham, Birmingham, Alabama 35294-0006, USA. smrowe@uab.edu"
http://www.ncbi.nlm.nih.gov/pubmed/17652506	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/17652506	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/17652506	rowe sm
